Time,Open,High,Low,Close,Volume,Turnover
2020-09-07 20:00:00,10149.500,10414.500,10091.000,10378.000,1292.82100,13416896.34
2020-09-07 16:00:00,10149.000,10237.000,10133.000,10149.500,773.39200,7849542.10
2020-09-07 12:00:00,10032.500,10166.000,9881.000,10149.000,3055.31000,31008341.19
2020-09-07 08:00:00,10120.000,10183.000,10003.000,10032.500,1386.74700,13912539.28
2020-09-07 04:00:00,10206.000,10230.000,10057.000,10120.000,799.00900,8085971.08
2020-09-07 00:00:00,10255.500,10307.500,10191.000,10206.000,330.05900,3368582.15
2020-09-06 20:00:00,10260.500,10348.500,10189.500,10255.500,830.33900,8515541.61
2020-09-06 16:00:00,10178.500,10274.500,10147.000,10260.500,347.18700,3562312.21
2020-09-06 12:00:00,10263.500,10298.500,10133.000,10178.500,915.64100,9319851.92
2020-09-06 08:00:00,10233.000,10279.000,10177.000,10263.500,709.86300,7285678.90
2020-09-06 04:00:00,10170.500,10257.500,10005.500,10233.000,1291.91300,13220145.73
2020-09-06 00:00:00,10161.000,10240.000,10057.000,10170.500,778.53800,7918120.73
2020-09-05 20:00:00,9961.000,10184.000,9896.500,10161.000,2017.60900,20500925.05
2020-09-05 16:00:00,10269.500,10297.500,9834.000,9961.000,5390.98500,53699601.59
2020-09-05 12:00:00,10232.000,10342.500,9980.000,10269.500,3446.65500,35395423.52
2020-09-05 08:00:00,10408.000,10408.000,10136.000,10232.000,1496.45100,15311686.63
2020-09-05 04:00:00,10405.000,10491.000,10364.500,10408.000,794.16300,8265648.50
2020-09-05 00:00:00,10448.500,10566.500,10384.500,10405.000,687.64300,7154925.42
2020-09-04 20:00:00,10567.000,10624.500,10440.000,10448.500,718.87800,7511196.78
2020-09-04 16:00:00,10426.000,10594.500,10315.000,10567.000,1342.48300,14186017.86
2020-09-04 12:00:00,10423.500,10496.000,9883.000,10426.000,5010.89900,52243632.97
2020-09-04 08:00:00,10293.500,10518.000,10291.500,10423.500,2143.17300,22339363.77
2020-09-04 04:00:00,10266.000,10327.000,10100.000,10293.500,1012.14500,10418514.56
2020-09-04 00:00:00,10145.500,10342.000,10060.500,10266.000,1451.16800,14897690.69
2020-09-03 20:00:00,10686.000,10791.000,9915.000,10145.500,5805.13600,58896007.29
2020-09-03 16:00:00,10682.000,10772.500,10572.500,10686.000,2232.55200,23857050.67
2020-09-03 12:00:00,11228.000,11260.500,10466.500,10682.000,9558.08200,102099431.92
2020-09-03 08:00:00,11406.500,11465.000,11202.000,11228.000,1515.67100,17017953.99
2020-09-03 04:00:00,11356.000,11423.000,11250.000,11406.500,860.86600,9819468.03
2020-09-03 00:00:00,11388.500,11442.000,11335.000,11356.000,565.88500,6426190.06
2020-09-02 20:00:00,11394.000,11436.000,11311.500,11388.500,536.77800,6113096.25
2020-09-02 16:00:00,11346.000,11409.000,11262.000,11394.000,723.50700,8243638.76
2020-09-02 12:00:00,11415.500,11491.000,11214.000,11346.000,1716.18100,19471789.63
2020-09-02 08:00:00,11732.000,11760.000,11171.000,11415.500,4800.55800,54800769.85
2020-09-02 04:00:00,11844.500,11904.500,11728.000,11732.000,1727.41600,20266044.51
2020-09-02 00:00:00,11927.500,11955.500,11836.000,11844.500,1536.45800,18198576.78
2020-09-01 20:00:00,11972.500,12057.000,11873.000,11927.500,656.16400,7826396.11
2020-09-01 16:00:00,12054.500,12066.000,11970.000,11972.500,577.54600,6914669.49
2020-09-01 12:00:00,11884.000,12061.500,11819.000,12054.500,1749.58300,21090348.27
2020-09-01 08:00:00,11930.000,11958.000,11856.500,11884.000,1040.86600,12369651.54
2020-09-01 04:00:00,11690.000,11946.000,11688.000,11930.000,1679.75200,20039441.36
2020-09-01 00:00:00,11661.000,11700.000,11537.500,11690.000,1079.07900,12614433.51
2020-08-31 20:00:00,11731.000,11732.500,11630.000,11661.000,611.42100,7129780.28
2020-08-31 16:00:00,11746.000,11752.000,11706.000,11731.000,251.26600,2947601.45
2020-08-31 12:00:00,11679.000,11775.000,11671.000,11746.000,1395.90900,16396347.11
2020-08-31 08:00:00,11628.000,11716.500,11577.000,11679.000,939.59300,10973506.65
2020-08-31 04:00:00,11680.000,11698.500,11609.000,11628.000,408.91100,4754817.11
2020-08-31 00:00:00,11710.000,11726.000,11675.500,11680.000,271.96500,3176551.20
2020-08-30 20:00:00,11643.000,11719.000,11600.000,11710.000,582.11400,6816554.94
2020-08-30 16:00:00,11616.500,11680.000,11591.000,11643.000,447.16900,5206388.67
2020-08-30 12:00:00,11602.500,11657.000,11572.500,11616.500,828.12900,9619960.53
2020-08-30 08:00:00,11596.000,11611.000,11561.000,11602.500,585.10800,6788715.57
2020-08-30 04:00:00,11612.500,11623.500,11576.000,11596.000,609.07600,7062845.30
2020-08-30 00:00:00,11472.000,11630.000,11467.000,11612.500,954.23400,11081042.32
2020-08-29 20:00:00,11520.500,11527.000,11463.500,11472.000,356.13800,4085615.14
2020-08-29 16:00:00,11493.500,11543.000,11484.000,11520.500,200.03300,2304480.18
2020-08-29 12:00:00,11456.000,11516.500,11440.000,11493.500,515.75600,5927841.59
2020-08-29 08:00:00,11559.000,11564.500,11426.000,11456.000,852.04200,9760993.15
2020-08-29 04:00:00,11500.000,11575.000,11487.000,11559.000,565.42700,6535770.69
2020-08-29 00:00:00,11522.000,11542.000,11469.000,11500.000,236.03500,2714402.50
2020-08-28 20:00:00,11503.000,11532.000,11469.000,11522.000,395.67900,4559013.44
2020-08-28 16:00:00,11522.000,11533.500,11468.500,11503.000,519.25300,5972967.26
2020-08-28 12:00:00,11472.000,11522.000,11409.500,11522.000,1004.72800,11576476.02
2020-08-28 08:00:00,11376.000,11472.000,11364.000,11472.000,540.31600,6198505.15
2020-08-28 04:00:00,11380.500,11440.000,11367.000,11376.000,448.01100,5096573.14
2020-08-28 00:00:00,11329.500,11393.000,11292.000,11380.500,850.48400,9678933.16
2020-08-27 20:00:00,11250.000,11334.000,11232.000,11329.500,479.09800,5427940.79
2020-08-27 16:00:00,11329.500,11366.500,11144.000,11250.000,2263.73200,25466985.00
2020-08-27 12:00:00,11326.000,11585.000,11270.000,11329.500,3461.47900,39216826.33
2020-08-27 08:00:00,11406.000,11453.500,11309.000,11326.000,900.45700,10198575.98
2020-08-27 04:00:00,11392.000,11416.000,11340.500,11406.000,679.71700,7752852.10
2020-08-27 00:00:00,11461.000,11478.000,11372.000,11392.000,621.93600,7085094.91
2020-08-26 20:00:00,11467.000,11505.000,11441.500,11461.000,522.39600,5987180.56
2020-08-26 16:00:00,11480.500,11541.500,11443.500,11467.000,745.00200,8542937.93
2020-08-26 12:00:00,11385.000,11507.000,11257.000,11480.500,2129.10600,24443201.43
2020-08-26 08:00:00,11353.000,11445.000,11338.500,11385.000,635.09000,7230499.65
2020-08-26 04:00:00,11361.500,11390.500,11305.500,11353.000,533.84700,6060764.99
2020-08-26 00:00:00,11325.000,11398.500,11262.000,11361.500,506.00900,5749021.25
2020-08-25 20:00:00,11305.500,11389.000,11237.000,11325.000,967.35300,10955272.72
2020-08-25 16:00:00,11438.500,11452.000,11125.000,11305.500,3788.40100,42829767.51
2020-08-25 12:00:00,11628.000,11628.000,11350.000,11438.500,3831.64800,43828305.65
2020-08-25 08:00:00,11598.000,11661.000,11535.000,11628.000,1107.97300,12883510.04
2020-08-25 04:00:00,11672.500,11696.500,11565.000,11598.000,674.69000,7825054.62
2020-08-25 00:00:00,11766.000,11766.000,11667.000,11672.500,502.35000,5863680.38
2020-08-24 20:00:00,11752.500,11789.000,11720.500,11766.000,216.48400,2547150.74
2020-08-24 16:00:00,11768.000,11785.000,11713.000,11752.500,392.56900,4613667.17
2020-08-24 12:00:00,11797.000,11818.500,11738.500,11768.000,584.77300,6881608.66
2020-08-24 08:00:00,11763.000,11826.000,11762.500,11797.000,773.90500,9129757.29
2020-08-24 04:00:00,11676.500,11784.500,11648.500,11763.000,852.81100,10031615.79
2020-08-24 00:00:00,11660.000,11682.000,11605.000,11676.500,412.06400,4811465.30
2020-08-23 20:00:00,11681.000,11722.500,11649.000,11660.000,498.98100,5818118.46
2020-08-23 16:00:00,11655.000,11696.500,11629.500,11681.000,265.01500,3095640.21
2020-08-23 12:00:00,11531.500,11674.000,11531.500,11655.000,1054.58800,12291223.14
2020-08-23 08:00:00,11616.500,11616.500,11525.000,11531.500,782.21000,9020054.62
2020-08-23 04:00:00,11605.500,11617.000,11573.000,11616.500,304.73500,3539954.13
2020-08-23 00:00:00,11668.500,11686.000,11598.000,11605.500,594.21700,6896185.39
2020-08-22 20:00:00,11592.000,11684.000,11581.000,11668.500,761.81600,8889250.00
2020-08-22 16:00:00,11587.000,11615.000,11562.000,11592.000,572.20300,6632977.18
2020-08-22 12:00:00,11562.000,11637.000,11561.500,11587.000,778.28500,9017988.29
2020-08-22 08:00:00,11580.000,11623.000,11553.000,11562.000,532.94900,6161956.34
2020-08-22 04:00:00,11485.500,11586.000,11419.000,11580.000,1366.63700,15825656.46
2020-08-22 00:00:00,11533.500,11549.000,11391.000,11485.500,1645.43500,18898643.69
2020-08-21 20:00:00,11682.500,11713.000,11499.000,11533.500,3293.69400,37987819.75
2020-08-21 16:00:00,11731.000,11767.500,11610.000,11682.500,1433.58400,16747845.08
2020-08-21 12:00:00,11727.500,11771.000,11650.000,11731.000,1488.45300,17461042.14
2020-08-21 08:00:00,11840.000,11840.000,11708.000,11727.500,1247.53000,14630408.07
2020-08-21 04:00:00,11869.000,11872.000,11821.500,11840.000,494.85900,5859130.56
2020-08-21 00:00:00,11857.000,11881.000,11790.000,11869.000,586.37300,6959661.14
2020-08-20 20:00:00,11852.000,11883.000,11814.000,11857.000,297.85000,3531607.45
2020-08-20 16:00:00,11863.500,11892.500,11826.000,11852.000,590.68200,7000763.06
2020-08-20 12:00:00,11815.000,11874.500,11752.000,11863.500,760.85900,9026450.75
2020-08-20 08:00:00,11708.000,11815.500,11692.500,11815.000,672.81200,7949273.78
2020-08-20 04:00:00,11707.500,11790.000,11680.500,11708.000,548.18500,6418149.98
2020-08-20 00:00:00,11759.000,11820.000,11707.000,11707.500,731.23900,8560980.59
2020-08-19 20:00:00,11662.000,11769.000,11566.000,11759.000,1126.00400,13240681.04
2020-08-19 16:00:00,11733.500,11782.500,11650.000,11662.000,1060.23600,12364472.23
2020-08-19 12:00:00,11849.500,11922.500,11701.000,11733.500,1170.54800,13734624.96
2020-08-19 08:00:00,11825.500,11867.000,11746.000,11849.500,843.88600,9999627.16
2020-08-19 04:00:00,11856.000,11890.000,11627.000,11825.500,2601.42000,30763092.21
2020-08-19 00:00:00,11950.000,12023.000,11835.000,11856.000,1222.87300,14498382.29
2020-08-18 20:00:00,11990.000,12090.000,11950.000,11950.000,996.56900,11908999.55
2020-08-18 16:00:00,11946.000,12056.500,11864.500,11990.000,1579.92500,18943300.75
2020-08-18 12:00:00,12185.500,12278.500,11801.000,11946.000,6604.68200,78899531.17
2020-08-18 08:00:00,12264.500,12310.000,12171.000,12185.500,1075.82700,13109489.91
2020-08-18 04:00:00,12315.000,12323.500,12212.000,12264.500,1021.45800,12527671.64
2020-08-18 00:00:00,12297.000,12395.000,12295.000,12315.000,918.46500,11310896.47
2020-08-17 20:00:00,12352.500,12424.500,12230.000,12297.000,1921.73300,23631550.70
2020-08-17 16:00:00,12439.500,12499.500,12300.000,12352.500,2758.13600,34069874.94
2020-08-17 12:00:00,11921.000,12478.000,11867.000,12439.500,17871.78900,222316119.27
2020-08-17 08:00:00,11823.000,11925.000,11822.500,11921.000,961.17200,11458131.41
2020-08-17 04:00:00,11861.500,11867.000,11805.000,11823.000,590.64500,6983195.83
2020-08-17 00:00:00,11914.500,11935.500,11790.000,11861.500,1310.86300,15548801.47
2020-08-16 20:00:00,11827.500,11921.000,11810.000,11914.500,729.44300,8690948.62
2020-08-16 16:00:00,11869.500,11900.000,11823.500,11827.500,1073.08500,12691912.84
2020-08-16 12:00:00,11771.500,11877.500,11706.500,11869.500,2095.80000,24876098.10
2020-08-16 08:00:00,11881.500,11893.000,11752.500,11771.500,1980.89800,23318140.81
2020-08-16 04:00:00,11933.000,11936.000,11868.500,11881.500,526.59200,6256702.85
2020-08-16 00:00:00,11864.000,11933.000,11796.500,11933.000,1244.27600,14847945.51
2020-08-15 20:00:00,11847.000,11981.500,11750.000,11864.000,4171.44500,49490023.48
